Sentence,Aspect Term,Polarity
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,Negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",heat sink,Negative
"*=Webcam is a bit laggy, not the greatest.",Webcam,Negative
"I am not much of a computer techie, so I can understand some ofÂ the internal problems, though I do have trend micro as an antiviral program.",trend micro,Neutral
"I am not much of a computer techie, so I can understand some ofÂ the internal problems, though I do have trend micro as an antiviral program.",antiviral program,Neutral
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,Negative
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece,Negative
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,Neutral
Wonderful sleek case design is only on the outside.,case design,Positive
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,Positive
The pricing is very competitive.,pricing,Positive
Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,Positive
This computer is exceptionally thin for it's screen size and processing power.,screen size,Positive
This computer is exceptionally thin for it's screen size and processing power.,processing power,Positive
I have not had a problem with the applications quitting or freezing.,applications,Positive
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,Negative
This wiped out several programs that were installed on the computer when it was bought.,programs,Negative
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,Positive
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,Positive
"I have Vista, so I am unable to install and uninstallÂ  some programs.",Vista,Negative
"I have Vista, so I am unable to install and uninstallÂ  some programs.",programs,Negative
"I have Vista, so I am unable to install and uninstallÂ  some programs.",install,Negative
"I have Vista, so I am unable to install and uninstallÂ  some programs.",uninstallÂ ,Negative
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,Positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,Positive
the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,Negative
For those that care about noise this thing doesn't really make any;,noise,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,Positive
The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,Positive
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,Negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,Negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,Negative
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,Neutral
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",Windows,Negative
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,Positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,Neutral
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,Positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Windows,Neutral
The mousepad is a huge pain in the arse!,mousepad,Negative
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,Neutral
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,Neutral
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",cad programs,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,Neutral
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,Negative
Â  since thenÂ i have had minor problems with slow operation.,operation,Negative
Registration/1st use is easy.,use,Positive
Take your time and go through the tutorials patiently.,tutorials,Neutral
Â  This time the mouse pad and right click key wouldn't work!,mouse pad,Negative
Â  This time the mouse pad and right click key wouldn't work!,right click key,Negative
The first full charge of this battery got me only about 2 full hours.,battery,Negative
The first full charge of this battery got me only about 2 full hours.,full charge,Negative
"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,Neutral
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,Positive
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,Negative
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,Negative
They only stay charged a little over an hour.,charged,Negative
"The 4 USB ports are nice, but the two on the side only work now and then.",USB ports,Positive
Â  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,Negative
Â  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,Negative
Keyboard could use some trimming.,Keyboard,Negative
Its white color is stylish for college students and easy to take to carry and take to classes.,color,Positive
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",speaker grill,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",USB ports,Negative
"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.",full service,Positive
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,Neutral
The letter A stopped working after the first week.,letter A,Negative
This is what I call a good after sales service.,after sales service,Positive
I took off a star because the machine has a lot of junk software on it.,software,Negative
"With what I do know how to do, the computer works beautiful.",works,Positive
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,Negative
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,Negative
"Most everything is fine with this machine: speed, capacity, build.",speed,Positive
"Most everything is fine with this machine: speed, capacity, build.",capacity,Positive
"Most everything is fine with this machine: speed, capacity, build.",build,Positive
"For the same price, you get a lot more in the Asus....1920x1080 res.",price,Negative
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,Positive
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,Positive
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery life,Positive
It is in the best condition and has a really high quality.,quality,Positive
When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,Negative
Â  However the frozen screens kept happening.,screens,Negative
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,Negative
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,Negative
3) Horrible customer support,customer support,Negative
The LED backlit display makes my pictures pop so much more.,LED backlit display,Positive
"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,Positive
Runs smooth and quick.,Runs,Positive
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,Negative
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,Positive
The graphics are great.,graphics,Positive
in 5 months the connect quality got worse and worse.,connect quality,Negative
"The big screen allows you to enjoy watching movies , pictures and etc!",screen,Positive
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,Neutral
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,Neutral
For the [$] price (special offer) this is a great laptop.,price,Positive
the manufacturer's warranty only covers replacement/repair of parts.,warranty,Negative
What I'd like is for the laptop to run well without having to purchase additional memory.,memory,Negative
What I'd like is for the laptop to run well without having to purchase additional memory.,run,Negative
It works exactly like it did the day I took it out of the box.,works,Positive
"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,Positive
"It is fast booting up , shutting down, and connection with the internet.",booting up,Positive
"It is fast booting up , shutting down, and connection with the internet.",shutting down,Positive
The battery life is great.,battery life,Positive
This is not a serious gaming laptop or a serious media machine;,gaming,Neutral
Â  They replaced my hard drive as well as my mother board.,hard drive,Negative
Â  They replaced my hard drive as well as my mother board.,mother board,Negative
There is nothing to complain about the system.,system,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,features,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,use,Positive
"Now the screen is going darker, darker, darker.",screen,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,Negative
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,Neutral
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,Neutral
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,Negative
"Â  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,Negative
Great pick for portability and affordability.,portability,Positive
Great pick for portability and affordability.,affordability,Positive
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,Positive
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,Positive
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,Neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,Neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,Neutral
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,Positive
I take it everywhere with me because it's so easy to carry.,carry,Positive
