Sentence,Aspect Term,Polarity
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,Neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,Neutral
It just works flawlessly!,works,Positive
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,Negative
I'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,port,Negative
Ã‚Â also the battery is completely shot.,battery,Negative
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,Positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,Positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,Positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,Positive
The biggest problem is that the box had no instructions in it.,instructions,Negative
"But after using it a couple of weeks, the overall operation is poor.",operation,Negative
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,Positive
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,Positive
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,Positive
Screen is crystal clear and the system is very responsive.,Screen,Positive
Screen is crystal clear and the system is very responsive.,system,Positive
I will stack it up against laptops that cost twice as much any day.,cost,Positive
Or the cursor would show up some place else.,cursor,Negative
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,Neutral
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,Positive
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,Neutral
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,Negative
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,Neutral
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,Neutral
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,Positive
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,Positive
"Ã‚Â Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,Neutral
"Ã‚Â Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,Neutral
"Ã‚Â Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,Neutral
"First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,Negative
"First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,Negative
I already have a HP laptop I bought last year that's standard size.,size,Neutral
Battery is not upgradable to a longer life battery.,Battery,Negative
Battery is not upgradable to a longer life battery.,battery,Neutral
apple has a reputation and is well known for its easy usage.,usage,Positive
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,Negative
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,Positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,Neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,Positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,Neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",Neutral
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,Positive
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OS,Positive
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,Neutral
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,Positive
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,Neutral
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,Positive
Good monitor and performed well.,monitor,Positive
Good monitor and performed well.,performed,Positive
It was secure and easy to navigate.,navigate,Positive
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,Positive
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,Negative
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,Negative
They are by far the easiest systems to actually learn about computers with.,systems,Positive
this apple navigates you thru the unexplored world of the internet.,internet,Positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",video card,Positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,Positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,Positive
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,Neutral
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,Negative
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,Neutral
Took several hours with customer support before I could even start the PC out of the box.,customer support,Negative
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,Negative
Asus facial recognition doesn't work and windows logon isn't either.,windows logon,Negative
Windows Vista makes this computer almost unusable for online service.,Windows Vista,Negative
Windows Vista makes this computer almost unusable for online service.,online service,Negative
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,Positive
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,Neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,Neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,Positive
Can listen to my music and watch my videos with ease and with a great display.,display,Positive
"Otherwise, all other features are a 1",features,Negative
The performance is awesome.,performance,Positive
The display is beyond horrible.,display,Negative
There is hardly any memory on the computer's hard drive.,memory,Negative
There is hardly any memory on the computer's hard drive.,hard drive,Negative
"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,Negative
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,Negative
the laptop preformed pretty well.,preformed,Positive
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,Positive
I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,Negative
"The minute you fire it up it's all good, very easy user interface.",user interface,Positive
Ã‚Â I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,Negative
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,Positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,Positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,Positive
After replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,hard drive,Negative
After replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,battery,Negative
After replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,hard drive,Negative
After replacing the hard drive the battery stopped working (3 months of use) which was frustrating.,battery,Negative
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,Positive
"I love the easy to see screen, and It works well for work, persoal or just play.",works,Positive
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,Positive
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,Positive
the mouse pad and buttons are the worst i've ever seen.,mouse pad,Negative
the mouse pad and buttons are the worst i've ever seen.,buttons,Negative
Awesome graphics!,graphics,Positive
It really is perfect for work and play.,play,Positive
It really is perfect for work and play.,work,Positive
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,Negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,Negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,Negative
One drawback I noticed was sound quality via USB.,sound quality via USB,Negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,Negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,Negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",extended life battery,Negative
"I have had another Mac, but it got slow due to an older operating system.",operating system,Negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,Negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,Neutral
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,Positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,Positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,Positive
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,Negative
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",Google Chrome,Negative
"Also the speakers are not very loud, But it is a netbook.",speakers,Negative
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,Positive
Just a black screen!,screen,Negative
A key contributor that led me to Mac is the art aspect.,art aspect,Positive
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,Negative
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,Positive
My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,Negative
"I had a USB connect but, i can't use it because it is not compatible.",USB connect,Negative
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,Negative
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,Positive
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",cd drive,Neutral
I love the multi-touch trackpad.,multi-touch trackpad,Positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,Negative
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,Negative
"Not too much ""junk"" software to remove.",software,Positive
System is loosing about 20% of performance because of that.,performance,Negative
System is loosing about 20% of performance because of that.,System,Negative
"It is easy to use, good quality and good price.",quality,Positive
"It is easy to use, good quality and good price.",price,Positive
"It is easy to use, good quality and good price.",use,Positive
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,Positive
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,Neutral
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,Neutral
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,Negative
"Ã‚Â The hard drive crashed as well, and I had to buy a new power cord.",hard drive,Negative
"Ã‚Â The hard drive crashed as well, and I had to buy a new power cord.",power cord,Negative
Another issue I have with it is the battery.,battery,Negative
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,Neutral
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,Negative
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,Neutral
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,Positive
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,Neutral
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,Neutral
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,Positive
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,Positive
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,Negative
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,Positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,Negative
Love that it doesn't take up space like a regular computer.,space,Positive
Asked the customer service rep.,customer service rep,Neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,Negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,Negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,Neutral
"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",graphics,Neutral
"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",non-dedicated graphics card,Positive
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,Negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,Negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,Positive
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,Positive
