Sentence,Aspect Term,Polarity
"Â A coupla months later, they change my hard drive.",hard drive,Negative
They say sorry out of warranty.,warranty,Negative
I bought this laptop because of the performance to price ratio.,performance,Positive
I bought this laptop because of the performance to price ratio.,price,Positive
PC never worked right even after BIOS fixed.,BIOS,Negative
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,Positive
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,Positive
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,Positive
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,Negative
The service I received from Toshiba went above and beyond the call of duty.,service,Positive
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,Positive
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,Positive
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,Negative
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,Positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iPhoto,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iMovie,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",video-editing,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,Neutral
The screen shows great colors.,screen,Positive
The screen shows great colors.,colors,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",price,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,Positive
"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,Negative
"I have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,Negative
"The 17 inch screen is very large, but the computer is very light.",17 inch screen,Positive
"Â  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,Negative
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,Negative
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,Neutral
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,Neutral
I also liked the glass screen.,glass screen,Positive
The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,Positive
The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,Positive
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,Negative
"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,Positive
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,Negative
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,Negative
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,Negative
The price and features more than met my needs.,price,Positive
The price and features more than met my needs.,features,Positive
Skype is just so dang cool with this machine too.,Skype,Positive
the mouse buttons are hard to push.,mouse buttons,Negative
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,Negative
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,Negative
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,Negative
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,Positive
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,Negative
Games being the main issue.,Games,Negative
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,Neutral
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,Negative
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,Neutral
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,Negative
A great computer for light home use and business use.,home use,Positive
A great computer for light home use and business use.,business use,Positive
"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,Negative
"Even with virus protection, it always turned off when updates were needed and installed.",updates,Negative
"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,Negative
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,Positive
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,Positive
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,Positive
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,Positive
"lightweight, long battery life, excellent transition from PC;",battery life,Positive
The price is another driving influence that made me purchase this laptop.,price,Positive
