Sentence,Aspect Term,Polarity
It's software and speed enable it to do amazing things.,software,Positive
It's software and speed enable it to do amazing things.,speed,Positive
Could not keep up with me and finally the hard drive went out.,hard drive,Negative
"I am most impressed with the programming, including the iPhoto.",programming,Positive
"I am most impressed with the programming, including the iPhoto.",iPhoto,Positive
Speakers too small to be of any real use.,Speakers,Negative
"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,Positive
I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,Neutral
They should have included more memory on their computers if they knew Vista would run slowly.,memory,Negative
They should have included more memory on their computers if they knew Vista would run slowly.,Vista,Negative
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,Negative
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,Positive
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,Negative
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,Negative
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,Negative
Â  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,Neutral
Â  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,Negative
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,Positive
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,Positive
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,desktop icons,Negative
I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,Neutral
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,Positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,Positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,Positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,Positive
