Sentence,Aspect Term,Polarity
"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",IT support technicians,Negative
"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,Neutral
The screen gets smeary and dusty very quickly and it's very noticeable.,screen,Negative
Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,Negative
Strengths:Well-shaped Weaknesses:A bad videocard!,shaped,Positive
You can't even get a satellite card which is why I bought to begin with.,satellite card,Negative
"The battery life, before the battery completely died of course, left much to be desired.",battery life,Negative
"The battery life, before the battery completely died of course, left much to be desired.",battery,Negative
"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,Positive
"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.",depot,Negative
Price and purpose is awesome!,Price,Positive
Wonderful zooming.,zooming,Positive
"The screen is huge and coloful, but no LED backlighting.",screen,Negative
"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,Neutral
Everything about this computer is easy to use.,use,Positive
"Â  Worse, for the price I could get a *netbook* that outperforms this machine.",price,Negative
It had most of the features and all of the power that I wanted to replace my desktop machine.,features,Positive
It had most of the features and all of the power that I wanted to replace my desktop machine.,power,Positive
Keyboard was also very nice and had a solid feel.,Keyboard,Positive
It did not have all the features I expected it to have.,features,Negative
"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,Negative
There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,Positive
It has a lot of memory and a great battery life.,memory,Positive
It has a lot of memory and a great battery life.,battery life,Positive
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep,Neutral
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",power adapter,Negative
"I love this program, it is superior to windows movie maker.",program,Positive
"I love this program, it is superior to windows movie maker.",windows movie maker,Negative
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,Negative
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,Negative
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,Positive
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",beauty,Positive
"The price is great for this model, I only plan on using it for media in the entertainment room.",price,Positive
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Garmin GPS software,Negative
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Microsoft Office 2003,Negative
I've also had to have the keyboard replaced at my expense.,keyboard,Negative
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,Negative
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,Negative
Was very much worth the price i paid.,price,Positive
Even out of warranty!,warranty,Neutral
This is a great little computer for the price.,price,Positive
"Crisp screen, great battery life, and plenty of storage.",screen,Positive
"Crisp screen, great battery life, and plenty of storage.",battery life,Positive
"Crisp screen, great battery life, and plenty of storage.",storage,Positive
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,Positive
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,Negative
The Toshiba Satellite has been more than I expected for the price.,price,Positive
"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity,Negative
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",iWork,Neutral
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,Neutral
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,Neutral
Keyboard is plastic and spongey feeling.,Keyboard,Negative
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",mac osx,Positive
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",operating system,Positive
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,Positive
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,Negative
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,motherboard,Negative
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web,Positive
"I love my Apple, it is quick and easy to use.",use,Positive
With notes saying they replaced the hard drive.,hard drive,Negative
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",use,Positive
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,Negative
No tutorials on the display.,tutorials,Negative
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case,Neutral
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",keyboard,Neutral
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",mouse,Neutral
The touch pad is among the best.,touch pad,Positive
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,Negative
It's now all commodity hardware.,commodity hardware,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Paralles,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows XP Professional,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows 7 Home Premium,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server Enterprise 2003,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server 2008 Enterprise,Neutral
"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,Negative
"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,Negative
I would like to use a different operating system altogether.,operating system,Neutral
